CmpdID,neuSmi,y,src
cid5746,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,0,Tox21
cid6438394,CCCCCCC(=O)CCCCCC/C=C/C[C@@H](O)[C@H](O)[C@@](N)(CO)C(=O)O,0,Tox21
cid13709,COc1nn(CSP(=S)(OC)OC)c(=O)s1,0,Tox21
cid213013,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,0,Tox21
cid86287518,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,0,Tox21
cid42586,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,0,Tox21
cid8134,COCCOCCO,0,Tox21
cid3289,CCCSP(=O)(OCC)SCCC,0,Tox21
cid47866,Nc1nc(N)nc(NC2CC2)n1,0,Tox21
cid3034285,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,0,Tox21
cid175967,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,0,Tox21
cid9298,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,0,Tox21
cid10693,Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,Tox21
cid5392,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,0,Tox21
cid43704,CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1,0,Tox21
cid41428,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,0,Tox21
cid135474890,CCON=C(CC)C1=C(O)CC(c2c(C)cc(C)cc2C)CC1=O,0,Tox21
cid54680085,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,0,Tox21
cid11442,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,0,Tox21
cid8042,CCCCCCCCCCCCCC(=O)OC(C)C,0,Tox21
cid6051,Nc1ccc(/N=N/c2ccccc2)cc1,0,Tox21
cid8907,CCCCCCCCCCCCCCCC(=O)OC(C)C,0,Tox21
cid7180,O=C(OCc1ccccc1)c1ccc(O)cc1,0,Tox21
cid11074,CN1C(=O)c2ccccc2C1=O,0,Tox21
cid6251,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,Tox21
cid71905,Cc1c(C(=O)NCCO)[n+](=O)c2ccccc2n1[O-],0,Tox21
cid5356789,CCCCCCCC/C=C\CCCCCCCCN,0,Tox21
cid7615,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,0,Tox21
cid6909,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,0,Tox21
cid11850,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,0,Tox21
cid985,CCCCCCCCCCCCCCCC(=O)O,0,Tox21
cid92839,CC(O)COc1ccccc1,0,Tox21
cid74483,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,Tox21
cid71808,CNC(=O)NC(O)C(Cl)(Cl)Cl,0,Tox21
cid779179,COc1ccc(C(=O)N2CCN(CC(=O)N3CCOCC3)CC2)cc1,0,Tox21
cid178144,Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12,0,Tox21
cid11366,COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,0,Tox21
cid6668,Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0,Tox21
cid10275,Nc1nc(N)c(-c2ccccc2)s1,0,Tox21
cid42963,Cc1cccc(C)c1NC(=O)CN(CC(=O)O)CC(=O)O,0,Tox21
cid5343,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,0,Tox21
cid3109,[O-][n+]1ccccc1SSc1cccc[n+]1[O-],0,Tox21
cid8798,CC(=O)Nc1ncc([N+](=O)[O-])s1,0,Tox21
cid6474573,NC(=S)N/N=C/c1cccnc1,0,Tox21
cid13953,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCCCC2)cc1,0,Tox21
cid3083671,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,0,Tox21
cid27990,Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,0,Tox21
cid71208,Cc1ccc(O)c2ncccc12,0,Tox21
cid22601,O=[N+]([O-])c1ccc(C=NO)o1,0,Tox21
cid1550874,O=C(/C=C/c1ccccc1)NCCO,0,Tox21
cid11104,COc1ccccc1OC(=O)Oc1ccccc1OC,0,Tox21
cid10718,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1,0,Tox21
cid8262,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,0,Tox21
cid65659,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,0,Tox21
cid6288,C[C@@H](O)[C@H](N)C(=O)O,0,Tox21
cid5902,CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,0,Tox21
cid24699,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,0,Tox21
cid688145,CCNC(=O)/C=C/c1cccc(Br)c1,0,Tox21
cid74325,CCC(=O)Nc1ccc(O)cc1,0,Tox21
cid2468,CCCC/N=C(\N)N=C(N)N,0,Tox21
cid4765,O=S(=O)(O)c1ccc(O)cc1,0,Tox21
cid39526,O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21,0,Tox21
cid28554,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,0,Tox21
cid11033,NC(=O)NS(=O)(=O)c1ccc(N)cc1,0,Tox21
cid68770,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,0,Tox21
cid9927058,N#C/C(=C1\SCC(c2ccccc2Cl)S1)n1ccnc1,0,Tox21
cid65894,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,0,Tox21
cid5717,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,0,Tox21
cid71335,CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,0,Tox21
cid71329,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0,Tox21
cid119182,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,0,Tox21
cid5281081,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,0,Tox21
cid134669,N[C@@H](CSCCCO)C(=O)O,0,Tox21
cid60855,CC(=O)N[C@@H]1[C@@H](N=C(N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,0,Tox21
cid60953,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,0,Tox21
cid104850,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,0,Tox21
cid3393,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0,Tox21
cid176870,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,0,Tox21
cid92727,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,0,Tox21
cid4496,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,0,Tox21
cid123619,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,0,Tox21
cid259331,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0,Tox21
cid35455,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0,Tox21
cid36273,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,0,Tox21
cid4006,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,0,Tox21
cid4770,NC(=O)OCCCc1ccccc1,0,Tox21
cid68873,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,0,Tox21
cid37888454,C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0,Tox21
cid444025,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0,Tox21
cid444020,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,0,Tox21
cid3936,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,0,Tox21
cid2176,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,0,Tox21
cid26650,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,0,Tox21
cid3778,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,0,Tox21
cid65947,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,0,Tox21
cid60164,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,0,Tox21
cid2187,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,0,Tox21
cid4410,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0,Tox21
cid71616,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,0,Tox21
cid60871,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,0,Tox21
cid71916,C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1,0,Tox21
cid444008,C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C,0,Tox21
cid54585,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,0,Tox21
cid17513,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N,0,Tox21
cid2898,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,0,Tox21
cid54343,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,0,Tox21
cid5284600,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)C(CC(C)C)NC=O,0,Tox21
cid4674,NCCC(O)(P(=O)(O)O)P(=O)(O)O,0,Tox21
cid33630,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0,Tox21
cid129228,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,0,Tox21
cid6536,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,0,Tox21
cid107921,CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,0,Tox21
cid9386,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,0,Tox21
cid7291,OCC(O)CS,0,Tox21
cid8089,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,0,Tox21
cid31234,OCCCc1ccccc1,0,Tox21
cid1018,O=C(O)c1ccccn1,0,Tox21
cid7533,O=S(=O)(O)NC1CCCCC1,0,Tox21
cid3730,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0,Tox21
cid67678,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,0,Tox21
cid11914,O=C(O)[C@H](O)c1ccccc1,0,Tox21
cid8926,CCCCCCCCCCCCCCCCN,0,Tox21
cid71648,COc1cc(O)cc(O)c1,0,Tox21
cid69188,CCOC(=O)c1cccnc1,0,Tox21
cid11474,OCc1ccccn1,0,Tox21
cid440936,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,0,Tox21
cid62330,Cc1ccccc1/N=N/c1ccc(/N=N/c2c(O)ccc3ccccc23)c(C)c1,0,Tox21
cid10982,CC(C)CCCC(C)N,0,Tox21
cid451668,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,0,Tox21
cid863,NC(=O)CCCCC1CCSS1,0,Tox21
cid16976,O=C(O)c1ccc[n+]([O-])c1,0,Tox21
cid16682738,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,0,Tox21
cid31018,NCc1cccnc1,0,Tox21
cid8567,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,Tox21
cid14130,CCOc1ccc(NC(=O)CC(C)O)cc1,0,Tox21
cid3033877,CCCCCCCC(=O)OCC(O)CO,0,Tox21
cid3034287,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC,0,Tox21
cid9570290,CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,0,Tox21
cid8313,O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl,0,Tox21
cid38072,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,0,Tox21
cid12008,Cc1ccc(Cl)c(O)c1,0,Tox21
cid21414,CCCCCCCCCCC(CO)CCCCCCCC,0,Tox21
cid6054,OCCc1ccccc1,0,Tox21
cid9873,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0,Tox21
cid9509,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1,0,Tox21
cid43961,NCc1ccccc1Sc1ccccc1CO,0,Tox21
cid55251,O=C(O)c1ccccc1-c1ccc(C(F)(F)F)cc1,0,Tox21
cid8797,CC(=O)Oc1ccc(C)cc1,0,Tox21
cid71668,[O-][n+]1cccc(CO)c1,0,Tox21
cid31593,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,0,Tox21
cid8820,N#CCC(=O)NN,0,Tox21
cid33039,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,0,Tox21
cid62531,Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,0,Tox21
cid33919,O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1,0,Tox21
cid16258,O=c1[nH]c(=O)c2ccccc2o1,0,Tox21
cid68610,O=C(O)c1ccc(OCCCOc2ccc(C(=O)O)cc2)cc1,0,Tox21
cid60464,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,0,Tox21
cid250948,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,0,Tox21
cid10041070,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,0,Tox21
cid60651,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,0,Tox21
cid42574,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,0,Tox21
cid6256,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,0,Tox21
cid152951,C[C@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,0,Tox21
cid5394,Cn1nnc2c(C(N)=O)ncn2c1=O,0,Tox21
cid104865,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,0,Tox21
cid119570,CCCN[C@H]1CCc2nc(N)sc2C1,0,Tox21
cid4121,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0,Tox21
cid4963,CCCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,0,Tox21
cid5536,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,0,Tox21
cid2787,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,0,Tox21
cid4820,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,0,Tox21
cid72179,C[C@@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,0,Tox21
cid20055424,C/C(=C(\CCOC(=O)C(C)C)SS/C(CCOC(=O)C(C)C)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,0,Tox21
cid3950,O=NN(CCCl)C(=O)NC1CCCCC1,0,Tox21
cid21102,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,0,Tox21
cid2194,COc1ccc(-c2cc(=S)ss2)cc1,0,Tox21
cid2161,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,0,Tox21
cid135797791,C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H]([C@@H]2CCNC(N)=N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC1=O,0,Tox21
cid2541,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0,Tox21
cid6437380,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,0,Tox21
cid216326,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,0,Tox21
cid5282375,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,0,Tox21
cid208908,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0,Tox21
cid73303,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,0,Tox21
cid3081361,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,0,Tox21
cid123879,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,0,Tox21
cid636411,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2n1,0,Tox21
cid54260,CCC(C)(C)c1ccc(CC(C)CN2C[C@H](C)O[C@H](C)C2)cc1,0,Tox21
cid65958,CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,0,Tox21
cid65957,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0,Tox21
cid798,c1ccc2[nH]ccc2c1,0,Tox21
cid6736,Cc1c[nH]c2ccccc12,0,Tox21
cid3357,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,0,Tox21
cid5918,Nc1ccncc1N,0,Tox21
cid11808,Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,0,Tox21
cid3045407,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)COc2ccc(OC)cc2)[C@@H]1OC,0,Tox21
cid122077,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21,0,Tox21
cid15387,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,0,Tox21
cid48229,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,0,Tox21
cid60785,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,0,Tox21
cid51045,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,0,Tox21
cid6597,O=C(O)C(Cl)Cl,0,Tox21
cid104838,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12,0,Tox21
cid4888,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,0,Tox21
cid86233,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,0,Tox21
cid65681,CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0,Tox21
cid11219835,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,0,Tox21
cid5625,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,0,Tox21
cid159278,OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,0,Tox21
cid34458,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4,0,Tox21
cid5362129,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,0,Tox21
cid3016,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0,Tox21
cid27200,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,0,Tox21
cid5338,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,0,Tox21
cid31307,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,0,Tox21
cid29327,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,0,Tox21
cid5561,ClCCN(CCCl)CCCl,0,Tox21
cid892,OC1C(O)C(O)C(O)C(O)C1O,0,Tox21
cid5284627,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,0,Tox21
cid5311309,CC(C)C1CCC(C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,0,Tox21
cid91453,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@@]32C)O[C@]12CC[C@@H](C)CO2,0,Tox21
cid6883,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],0,Tox21
cid60961,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0,Tox21
cid6249,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0,Tox21
cid16051942,COC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0,Tox21
cid5284629,CCO[C@@H]1O[C@H](C(COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,0,Tox21
cid33478,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,0,Tox21
cid21743,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1,0,Tox21
cid2904,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,0,Tox21
cid6839,CN1C(=O)CC(c2ccccc2)C1=O,0,Tox21
cid4595,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,0,Tox21
cid6307,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0,Tox21
cid3741,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0,Tox21
cid114811,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,0,Tox21
cid3736,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,0,Tox21
cid20469,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0,Tox21
cid3724,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0,Tox21
cid3690,O=P1(NCCCl)OCCCN1CCCl,0,Tox21
cid9051,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,0,Tox21
cid247839,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0,Tox21
cid443943,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,0,Tox21
cid14520,CC(=O)NC1CCSC1=O,0,Tox21
cid82153,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0,Tox21
cid13764,O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,0,Tox21
cid60561,CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,0,Tox21
cid7314,O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,0,Tox21
cid135398735,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0,Tox21
cid68844,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0,Tox21
cid47965,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,0,Tox21
cid5468,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,0,Tox21
cid441336,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,0,Tox21
cid171548,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,0,Tox21
